frame,componente,problema,codigo_problema,area_px,largura_px,altura_px,x_px,y_px,proporcao_largura_altura,preenchimento,circularidade,tocou_crop_vertical,tocou_borda_lateral,threshold_usado,percentil_escuro_q,min_altura_config_px,min_largura_config_px,min_area_config_px
0,0,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,125.0,27.0,11.0,405.0,389.0,2.4545454545454546,0.4208754208754209,0.41590439366190113,False,False,75.0,37.0,70.0,80.0,6000.0
0,1,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,4.0,4.0,3.0,371.0,378.0,1.3333333333333333,0.3333333333333333,0.8573716241035623,False,False,75.0,37.0,70.0,80.0,6000.0
0,2,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,51.0,12.0,18.0,373.0,339.0,0.6666666666666666,0.2361111111111111,0.20479419931947757,False,False,75.0,37.0,70.0,80.0,6000.0
0,3,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,19.0,9.0,6.0,370.0,329.0,1.5,0.35185185185185186,0.5255879917020124,False,False,75.0,37.0,70.0,80.0,6000.0
0,4,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,6.0,5.0,3.0,376.0,292.0,1.6666666666666667,0.4,0.8085181428902574,False,False,75.0,37.0,70.0,80.0,6000.0
0,5,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,78.0,23.0,9.0,415.0,277.0,2.5555555555555554,0.37681159420289856,0.32437255916378677,False,False,75.0,37.0,70.0,80.0,6000.0
0,7,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,29.0,7.0,11.0,0.0,196.0,0.6363636363636364,0.37662337662337664,0.5332437219339522,False,True,75.0,37.0,70.0,80.0,6000.0
0,8,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,257.0,25.0,17.0,409.0,147.0,1.4705882352941178,0.6047058823529412,0.5250713979714904,False,False,75.0,37.0,70.0,80.0,6000.0
0,9,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,2.0,3.0,3.0,382.0,93.0,1.0,0.2222222222222222,0.7853981902804831,False,False,75.0,37.0,70.0,80.0,6000.0
0,10,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,165.5,20.0,17.0,356.0,80.0,1.1764705882352942,0.48676470588235293,0.48183368869233895,False,False,75.0,37.0,70.0,80.0,6000.0
0,11,"Objeto escuro rejeitado porque é baixo demais para ser a bolinha. Provavelmente é a fenda, a sombra da base ou um pedaço de papel.",too_small_height,870.0,77.0,19.0,362.0,11.0,4.052631578947368,0.5946684894053315,0.3545602867156795,False,False,75.0,37.0,70.0,80.0,6000.0
